Tipo Responsable Academica;Responsable Académica;Tipo Propuesta Formativa;Propuesta Formativa;Año;Alumnos (NI+RI);Nuevos Inscriptos;Egresados
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Ciencias Sociales;2016;225,00;106,00;1,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Ciencias Sociales;2017;255,00;118,00;10,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Ciencias Sociales;2018;289,00;127,00;5,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Ciencias Sociales;2019;324,00;124,00;4,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Ciencias Sociales;2020;301,00;70,00;2,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Ciencias Sociales;2021;340,00;40,00;15,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Ciencias Sociales;2022;296,00;61,00;32,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Ciencias Sociales;2023;240,00;49,00;22,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Ciencias Sociales;2024;240,00;48,00;15,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Ciencias Sociales;2025;198,00;36,00;1,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2000;1,00;1,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2001;1,00;;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2002;2,00;1,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2003;3,00;2,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2004;4,00;1,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2005;3,00;1,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2006;2,00;;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2007;2,00;1,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2008;74,00;74,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2009;58,00;19,00;8,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2010;85,00;44,00;13,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2011;79,00;33,00;6,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2012;68,00;24,00;7,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2013;71,00;36,00;5,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2014;74,00;27,00;4,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2015;95,00;43,00;7,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2016;119,00;60,00;12,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2017;137,00;50,00;14,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2018;180,00;85,00;9,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2019;194,00;76,00;3,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2020;182,00;56,00;1,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2021;258,00;28,00;14,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2022;202,00;57,00;43,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2023;166,00;44,00;23,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2024;157,00;48,00;14,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Comunicación Social;2025;157,00;45,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2001;3,00;3,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2002;7,00;4,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2003;8,00;1,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2004;5,00;;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2005;5,00;;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2006;3,00;;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2007;3,00;2,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2008;93,00;93,00;2,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2009;89,00;24,00;23,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2010;82,00;31,00;12,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2011;88,00;38,00;13,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2012;97,00;46,00;9,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2013;112,00;51,00;6,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2014;118,00;59,00;9,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2015;125,00;55,00;8,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2016;127,00;55,00;6,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2017;152,00;79,00;6,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2018;194,00;94,00;7,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2019;199,00;81,00;8,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2020;197,00;59,00;2,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2021;375,00;42,00;18,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2022;226,00;62,00;27,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2023;223,00;65,00;23,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2024;272,00;113,00;31,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Educación;2025;242,00;71,00;2,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Historia;2019;243,00;243,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Historia;2020;338,00;200,00;
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Historia;2021;342,00;101,00;3,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Historia;2022;391,00;131,00;15,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Historia;2023;443,00;148,00;15,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Historia;2024;493,00;150,00;10,00
Departamento;Departamento de Ciencias Sociales (presencial);Grado;Profesorado de Historia;2025;507,00;146,00;
Departamento;Departamento de Ciencias Sociales (presencial);Pregrado;Tecnicatura Universitaria en el Acompañamiento y Cuidado de la Persona Mayor;2022;27,00;27,00;
Departamento;Departamento de Ciencias Sociales (presencial);Pregrado;Tecnicatura Universitaria en el Acompañamiento y Cuidado de la Persona Mayor;2023;88,00;81,00;
Departamento;Departamento de Ciencias Sociales (presencial);Pregrado;Tecnicatura Universitaria en el Acompañamiento y Cuidado de la Persona Mayor;2024;85,00;53,00;2,00
Departamento;Departamento de Ciencias Sociales (presencial);Pregrado;Tecnicatura Universitaria en el Acompañamiento y Cuidado de la Persona Mayor;2025;122,00;76,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;1991;71,00;71,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;1992;578,00;578,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;1993;5,00;;1,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;1994;8,00;;1,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;1995;14,00;;2,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;1996;16,00;;5,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;1997;66,00;54,00;3,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;1998;33,00;3,00;2,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;1999;101,00;28,00;12,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2000;192,00;60,00;39,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2001;293,00;137,00;41,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2002;409,00;161,00;34,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2003;570,00;214,00;75,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2004;678,00;224,00;76,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2005;708,00;185,00;70,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2006;765,00;187,00;50,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2007;792,00;202,00;66,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2008;833,00;178,00;73,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2009;1.020,00;368,00;65,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2010;1.162,00;226,00;139,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2011;1.092,00;179,00;75,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2012;880,00;143,00;70,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2013;864,00;187,00;62,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2014;844,00;187,00;34,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2015;768,00;147,00;35,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2016;839,00;291,00;42,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2017;793,00;264,00;41,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2018;812,00;287,00;36,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2019;998,00;385,00;44,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2020;946,00;297,00;40,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2021;1.888,00;144,00;11,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2022;881,00;185,00;38,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2023;808,00;239,00;35,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2024;822,00;222,00;29,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera;2025;726,00;192,00;4,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera (Ciclo de Complementación Curricular);2024;4,00;4,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Administración Hotelera (Ciclo de Complementación Curricular);2025;6,00;2,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;1991;122,00;122,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;1992;115,00;113,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;1993;78,00;75,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;1994;55,00;54,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;1995;56,00;54,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;1996;59,00;57,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;1997;489,00;488,00;2,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;1998;406,00;7,00;44,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;1999;387,00;52,00;43,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2000;373,00;54,00;63,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2001;400,00;85,00;86,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2002;399,00;103,00;72,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2003;429,00;135,00;71,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2004;484,00;147,00;71,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2005;503,00;126,00;65,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2006;576,00;194,00;69,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2007;637,00;189,00;72,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2008;827,00;299,00;100,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2009;1.176,00;512,00;123,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2010;1.324,00;344,00;127,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2011;1.365,00;267,00;68,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2012;1.432,00;308,00;108,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2013;1.397,00;277,00;85,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2014;1.398,00;301,00;77,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2015;1.316,00;283,00;52,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2016;1.550,00;528,00;113,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2017;1.493,00;425,00;95,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2018;1.488,00;455,00;98,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2019;1.601,00;544,00;76,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2020;1.553,00;421,00;63,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2021;2.141,00;275,00;4,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2022;1.609,00;371,00;89,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2023;1.623,00;445,00;72,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2024;1.801,00;563,00;54,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Comercio Internacional - presencial;2025;1.858,00;542,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Economía del Desarrollo;2014;24,00;24,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Economía del Desarrollo;2015;59,00;40,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Economía del Desarrollo;2016;107,00;69,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Economía del Desarrollo;2017;137,00;71,00;3,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Economía del Desarrollo;2018;153,00;65,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Economía del Desarrollo;2019;188,00;83,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Economía del Desarrollo;2020;204,00;72,00;2,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Economía del Desarrollo;2021;200,00;40,00;3,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Economía del Desarrollo;2022;203,00;45,00;11,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Economía del Desarrollo;2023;209,00;48,00;4,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Economía del Desarrollo;2024;233,00;78,00;4,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Economía del Desarrollo;2025;235,00;75,00;2,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Gestión de Recursos Humanos y Relaciones Laborales;2016;540,00;540,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Gestión de Recursos Humanos y Relaciones Laborales;2017;897,00;626,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Gestión de Recursos Humanos y Relaciones Laborales;2018;1.086,00;583,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Gestión de Recursos Humanos y Relaciones Laborales;2019;1.380,00;686,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Gestión de Recursos Humanos y Relaciones Laborales;2020;1.346,00;417,00;2,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Gestión de Recursos Humanos y Relaciones Laborales;2021;1.405,00;242,00;32,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Gestión de Recursos Humanos y Relaciones Laborales;2022;1.291,00;295,00;56,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Gestión de Recursos Humanos y Relaciones Laborales;2023;1.288,00;342,00;28,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Gestión de Recursos Humanos y Relaciones Laborales;2024;1.396,00;412,00;95,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Licenciatura en Gestión de Recursos Humanos y Relaciones Laborales;2025;1.326,00;343,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;1991;19,00;19,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;1992;469,00;458,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;1993;40,00;;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;1994;111,00;;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;1995;235,00;;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;1996;391,00;;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;1997;405,00;4,00;1,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;1998;393,00;3,00;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;1999;340,00;;22,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2000;289,00;;12,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2001;245,00;3,00;33,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2002;120,00;;18,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2003;126,00;;18,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2004;37,00;;7,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2005;26,00;;2,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2006;12,00;;3,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2007;6,00;;1,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2008;7,00;;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2009;2,00;;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2010;2,00;;3,00
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2011;3,00;;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2012;2,00;;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2014;1,00;;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2015;1,00;;
Departamento;Departamento de Economía y Administración (presencial);Grado;Tecnicatura Universitaria en Administración Hotelera;2016;2,00;;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2012;246,00;246,00;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2013;276,00;87,00;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2014;635,00;424,00;24,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2015;409,00;63,00;13,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2016;351,00;74,00;90,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2017;260,00;130,00;16,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2018;189,00;60,00;12,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2019;206,00;80,00;6,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2020;208,00;59,00;6,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2021;354,00;57,00;6,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2022;157,00;34,00;19,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2023;165,00;66,00;12,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2024;185,00;83,00;9,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Economía Social y Solidaria;2025;152,00;55,00;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión Universitaria;2018;57,00;57,00;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión Universitaria;2019;26,00;;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión Universitaria;2020;22,00;1,00;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión Universitaria;2021;24,00;;4,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión Universitaria;2022;14,00;;3,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión Universitaria;2023;8,00;;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión Universitaria;2024;6,00;;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión Universitaria;2025;4,00;;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión de Pequeñas y Medianas Empresas;2016;33,00;33,00;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión de Pequeñas y Medianas Empresas;2017;143,00;130,00;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión de Pequeñas y Medianas Empresas;2018;221,00;171,00;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión de Pequeñas y Medianas Empresas;2019;305,00;176,00;
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión de Pequeñas y Medianas Empresas;2020;311,00;144,00;1,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión de Pequeñas y Medianas Empresas;2021;287,00;44,00;6,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión de Pequeñas y Medianas Empresas;2022;276,00;120,00;11,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión de Pequeñas y Medianas Empresas;2023;350,00;175,00;4,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión de Pequeñas y Medianas Empresas;2024;441,00;209,00;6,00
Departamento;Departamento de Economía y Administración (presencial);Pregrado;Tecnicatura Universitaria en Gestión de Pequeñas y Medianas Empresas;2025;443,00;163,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Artes Digitales;2016;46,00;46,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Artes Digitales;2017;199,00;175,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Artes Digitales;2018;293,00;190,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Artes Digitales;2019;512,00;287,00;1,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Artes Digitales;2020;602,00;221,00;2,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Artes Digitales;2021;699,00;167,00;3,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Artes Digitales;2022;699,00;205,00;26,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Artes Digitales;2023;753,00;251,00;21,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Artes Digitales;2024;887,00;295,00;33,00
